ubicación,precio,tamaño,precio por metro, link
 Las Pintas,330000,300,1100.0,http://www.casasyterrenos.com/detalle-terreno/venta-las+pintas-el+salto-jalisco-45693-1791238
 San Jose Del Tajo,1200000000,200000,6000.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+tajo-tlajomulco+de+zuniga-jalisco-45645-1900208
 Jardines De Santa Anita,739000,140,5278.57,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1902368
 Hacienda Del Oro,2700000,367,7356.95,http://www.casasyterrenos.com/detalle-terreno/venta-hacienda+del+oro-tlajomulco+de+zuniga-jalisco-45645-1958609
 El Zapote,890000,300,2966.67,http://www.casasyterrenos.com/detalle-terreno/venta-el+zapote-tlajomulco+de+zuniga-jalisco-45640-1313566
 Cajititlan,35000000,680,51470.59,http://www.casasyterrenos.com/detalle-terreno/venta-cajititlan-tlajomulco+de+zuniga-jalisco-45670-1657830
 San Diego,560000,464,1206.9,http://www.casasyterrenos.com/detalle-terreno/venta-san+diego-tlajomulco+de+zuniga-jalisco-45660-2016007
 La Capilla,3400000,8485,400.71,http://www.casasyterrenos.com/detalle-terreno/venta-la+capilla-ixtlahuacan+de+los+membrillos-jalisco-45850-905340
 Bosques De Santa Anita,1250000,220,5681.82,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2012437
 San Juan Evangelista,650000,1500,433.33,http://www.casasyterrenos.com/detalle-terreno/venta-san+juan+evangelista-tlajomulco+de+zuniga-jalisco-45670-1735149
 Haciendas Tonala,380000,252,1507.94,http://www.casasyterrenos.com/detalle-terreno/venta-haciendas+tonala-tonala-jalisco-45429-1860828
 Sin Nombre,36000000,20000,1800.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-tlajomulco+de+zuniga-jalisco-45640-1484771
 San Martin De Las Flores De Abajo,12000000,9085,1320.86,http://www.casasyterrenos.com/detalle-terreno/venta-san+martin+de+las+flores+de+abajo-tlaquepaque-jalisco-45620-1712794
 San Jose Del Tajo,1945000,240,8104.17,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+tajo-tlajomulco+de+zuniga-jalisco-45645-1971813
 Bosque Real De Santa Anita,1513579,202,7492.97,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1977365
 La Capilla,44145000,147150,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+capilla-ixtlahuacan+de+los+membrillos-jalisco-45850-1291469
 Bosque Real De Santa Anita,1224000,136,9000.0,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1977445
 La Tijera,206832992,37606,5500.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+tijera-tlajomulco+de+zuniga-jalisco-45620-648104
 La Purisima,65000000,115995,560.37,http://www.casasyterrenos.com/detalle-terreno/venta-la+purisima-el+salto-jalisco-45681-2010750
 Campo Sur,332985,225,1479.93,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-1160561
 El Zapote,1900000,5011,379.17,http://www.casasyterrenos.com/detalle-terreno/venta-el+zapote-tlajomulco+de+zuniga-jalisco-45640-905315
 Sin Nombre,485600,5000,97.12,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-ixtlahuacan+de+los+membrillos-jalisco-45850-1445641
 Casa Fuerte,1200000,200,6000.0,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-1788013
 La Calera,25000000,48899,511.26,http://www.casasyterrenos.com/detalle-terreno/venta-la+calera-tlajomulco+de+zuniga-jalisco-45640-1527588
 Hacienda Santa Fe,38500000,35000,1100.0,http://www.casasyterrenos.com/detalle-terreno/venta-hacienda+santa+fe-tlajomulco+de+zuniga-jalisco-45640-1875788
 Bugambilias,3200000,801,3995.01,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-1732214
 Residencial De Las Moras,1500000,263,5703.42,http://www.casasyterrenos.com/detalle-terreno/venta-residencial+de+las+moras-tlajomulco+de+zuniga-jalisco-45620-1830728
 San Agustin,60000000,11242,5337.13,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-44666
 El Cielo Country Club,17983304,3996,4500.33,http://www.casasyterrenos.com/detalle-terreno/venta-el+cielo+country+club-zapopan-jalisco-45046-2009798
 Campo Sur,298500,199,1500.0,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-180824
 Campo Sur,307500,205,1500.0,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-180826
 San Agustin,5000000,12500,400.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1472651
 Colinas Del Roble,78400000,80000,980.0,http://www.casasyterrenos.com/detalle-terreno/venta-colinas+del+roble-tlajomulco+de+zuniga-jalisco-45655-1779423
 El Cielo Country Club,3300000,309,10679.61,http://www.casasyterrenos.com/detalle-terreno/venta-1451797
 Santa Cruz De Las Flores,5656200,10368,545.54,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-816670
 La Calera,2200000,3351,656.52,http://www.casasyterrenos.com/detalle-terreno/venta-la+calera-tlajomulco+de+zuniga-jalisco-45640-1313361
 Bugambilias,2850000,588,4846.94,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-1687206
 Santa Maria Tequepexpan,142300000,56924,2499.82,http://www.casasyterrenos.com/detalle-terreno/venta-santa+maria+tequepexpan-tlaquepaque-jalisco-45601-2006543
 La Capilla,4500000,4351,1034.25,http://www.casasyterrenos.com/detalle-terreno/venta-la+capilla-ixtlahuacan+de+los+membrillos-jalisco-45850-1965309
 Colinas Del Roble,78400000,80000,980.0,http://www.casasyterrenos.com/detalle-terreno/venta-colinas+del+roble-tlajomulco+de+zuniga-jalisco-45655-1779423
 El Cielo Country Club,3300000,309,10679.61,http://www.casasyterrenos.com/detalle-terreno/venta-1451797
 Santa Cruz De Las Flores,5656200,10368,545.54,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-816670
 La Calera,2200000,3351,656.52,http://www.casasyterrenos.com/detalle-terreno/venta-la+calera-tlajomulco+de+zuniga-jalisco-45640-1313361
 Bugambilias,2850000,588,4846.94,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-1687206
 Santa Maria Tequepexpan,142300000,56924,2499.82,http://www.casasyterrenos.com/detalle-terreno/venta-santa+maria+tequepexpan-tlaquepaque-jalisco-45601-2006543
 La Capilla,4500000,4351,1034.25,http://www.casasyterrenos.com/detalle-terreno/venta-la+capilla-ixtlahuacan+de+los+membrillos-jalisco-45850-1965309
 Arbolada Bosques De Santa Anita,4990000,618,8074.43,http://www.casasyterrenos.com/detalle-terreno/venta-arbolada+bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2006389
 Bosque Real De Santa Anita,1223915,144,8499.41,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1829948
 El Campanario,47866000,3452,13866.16,http://www.casasyterrenos.com/detalle-terreno/venta-el+campanario-zapopan-jalisco-45609-2006095
 Jauja,5775000,1650,3500.0,http://www.casasyterrenos.com/detalle-terreno/venta-jauja-tonala-jalisco-45425-1624842
 Patria,42400000,16000,2650.0,http://www.casasyterrenos.com/detalle-terreno/venta-patria-tlajomulco+de+zuniga-jalisco-45640-1705742
 Cajititlan,500000,300,1666.67,http://www.casasyterrenos.com/detalle-terreno/venta-cajititlan-tlajomulco+de+zuniga-jalisco-45670-1532358
 Santa Rosa,2670000,3000,890.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+rosa-ixtlahuacan+de+los+membrillos-jalisco-45850-1667278
 Jauja,13500000,40500,333.33,http://www.casasyterrenos.com/detalle-terreno/venta-jauja-tonala-jalisco-45425-1002991
 San Jose Del Castillo,1570513,1045,1502.88,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+castillo-el+salto-jalisco-45685-2000607
 San Jose Del Castillo,597028,533,1120.13,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+castillo-el+salto-jalisco-45685-2000565
 Santa Anita,18934600,11138,1700.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-2000467
 San Jose Del Castillo,573485,512,1120.09,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+castillo-el+salto-jalisco-45685-2000460
 Santa Fe,3000000,10000,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+fe-tlajomulco+de+zuniga-jalisco-45640-2000425
 Bosques Cedros,1700000,192,8854.17,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+cedros-tlajomulco+de+zuniga-jalisco-1979005
 Heroes De Nacozari,33300000,70400,473.01,http://www.casasyterrenos.com/detalle-terreno/venta-heroes+de+nacozari-tlajomulco+de+zuniga-jalisco-45640-189026
 Club De Golf Atlas,20000000,40000,500.0,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+atlas-el+salto-jalisco-45623-195980
 Bugambilias,3680560,353,10426.52,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-1187038
 Bugambilias,3267485,503,6495.99,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-1187058
 Toluquilla,22875000,3050,7500.0,http://www.casasyterrenos.com/detalle-terreno/venta-toluquilla-tlaquepaque-jalisco-45610-1721170
 Santa Anita,18000000,22300,807.17,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlaquepaque-jalisco-1530758
 Senderos De Monte Verde,2969531,1583,1875.89,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1232496
 Los Sauces,2935800,1500,1957.2,http://www.casasyterrenos.com/detalle-terreno/venta-los+sauces-tlajomulco+de+zuniga-jalisco-45640-1232321
 Bosque Real De Santa Anita,1900000,262,7251.91,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1884888
 San Sebastian El Grande,26182450,26182,1000.02,http://www.casasyterrenos.com/detalle-terreno/venta-san+sebastian+el+grande-tlajomulco+de+zuniga-jalisco-45640-1731824
 Cajititlan,24000000,20000,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-cajititlan-tlajomulco+de+zuniga-jalisco-45670-1997282
 Acatlan De Juarez Centro,17400000,12900,1348.84,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1987702
 Tulipanes,1996600,596,3350.0,http://www.casasyterrenos.com/detalle-terreno/venta-tulipanes-tlajomulco+de+zuniga-jalisco-45620-1985924
 Rancho San Jose Del Tajo,2041800,242,8437.19,http://www.casasyterrenos.com/detalle-terreno/venta-rancho+san+jose+del+tajo-tlajomulco+de+zuniga-jalisco-45640-1993957
 Villa De San Miguel Cuyutlan,4990000,3841,1299.14,http://www.casasyterrenos.com/detalle-terreno/venta-villa+de+san+miguel+cuyutlan-tlajomulco+de+zuniga-jalisco-45660-1993978
 Ciudad Bugambilias,2797600,538,5200.0,http://www.casasyterrenos.com/detalle-terreno/venta-ciudad+bugambilias-zapopan-jalisco-45237-1993601
 San Agustin,85800000,65813979,1.3,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1993281
 Colinas De Santa Anita,3400000,1127,3016.86,http://www.casasyterrenos.com/detalle-terreno/venta-colinas+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1991497
 Exhacienda Vieja Del Castillo,10464960,47568,220.0,http://www.casasyterrenos.com/detalle-terreno/venta-exhacienda+vieja+del+castillo-el+salto-jalisco-45685-185241
 Tulipanes,1996600,596,3350.0,http://www.casasyterrenos.com/detalle-terreno/venta-tulipanes-tlajomulco+de+zuniga-jalisco-45620-1985924
 Rancho San Jose Del Tajo,2041800,242,8437.19,http://www.casasyterrenos.com/detalle-terreno/venta-rancho+san+jose+del+tajo-tlajomulco+de+zuniga-jalisco-45640-1993957
 Villa De San Miguel Cuyutlan,4990000,3841,1299.14,http://www.casasyterrenos.com/detalle-terreno/venta-villa+de+san+miguel+cuyutlan-tlajomulco+de+zuniga-jalisco-45660-1993978
 Ciudad Bugambilias,2797600,538,5200.0,http://www.casasyterrenos.com/detalle-terreno/venta-ciudad+bugambilias-zapopan-jalisco-45237-1993601
 San Agustin,85800000,65813979,1.3,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1993281
 Colinas De Santa Anita,3400000,1127,3016.86,http://www.casasyterrenos.com/detalle-terreno/venta-colinas+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1991497
 Exhacienda Vieja Del Castillo,10464960,47568,220.0,http://www.casasyterrenos.com/detalle-terreno/venta-exhacienda+vieja+del+castillo-el+salto-jalisco-45685-185241
 Presitas Nueva Vida,150000,140,1071.43,http://www.casasyterrenos.com/detalle-terreno/venta-presitas+nueva+vida-tlajomulco+de+zuniga-jalisco-45670-1876183
 La Capilla,14894000,7447,2000.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+capilla-el+salto-jalisco-45690-1209756
 Jardines Del Zapote,4325000,4325,1000.0,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+del+zapote-tlajomulco+de+zuniga-jalisco-45600-1990772
 San Agustin,59500000,17000,3500.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1709550
 Los Gavilanes,110400000,9600,11500.0,http://www.casasyterrenos.com/detalle-terreno/venta-los+gavilanes-tlajomulco+de+zuniga-jalisco-45640-1709958
 San Agustin,229600000,16400,14000.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1730604
 Santa Anita,229600000,16400,14000.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1739754
 San Sebastianito,44568720,9904,4500.07,http://www.casasyterrenos.com/detalle-terreno/venta-san+sebastianito-tlaquepaque-jalisco-45610-1739779
 Club De Golf Santa Anita,30975000,4425,7000.0,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1551180
 San Jose Del Castillo,45000000,75000,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+castillo-el+salto-jalisco-45685-1712174
 Alameda,13312000,5120,2600.0,http://www.casasyterrenos.com/detalle-terreno/venta-alameda-tlajomulco+de+zuniga-jalisco-45679-1712554
 Lomas De Tejeda,65000000,250000,260.0,http://www.casasyterrenos.com/detalle-terreno/venta-lomas+de+tejeda-tlajomulco+de+zuniga-jalisco-45640-956569
 Verde Valle,6400000,3393,1886.24,http://www.casasyterrenos.com/detalle-terreno/venta-verde+valle-guadalajara-jalisco-44560-1839973
 Club De Golf Santa Anita,30975000,4425,7000.0,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1551180
 San Jose Del Castillo,45000000,75000,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+castillo-el+salto-jalisco-45685-1712174
 Alameda,13312000,5120,2600.0,http://www.casasyterrenos.com/detalle-terreno/venta-alameda-tlajomulco+de+zuniga-jalisco-45679-1712554
 Lomas De Tejeda,65000000,250000,260.0,http://www.casasyterrenos.com/detalle-terreno/venta-lomas+de+tejeda-tlajomulco+de+zuniga-jalisco-45640-956569
 Verde Valle,6400000,3393,1886.24,http://www.casasyterrenos.com/detalle-terreno/venta-verde+valle-guadalajara-jalisco-44560-1839973
 Las Pintas,2900000,966,3002.07,http://www.casasyterrenos.com/detalle-terreno/venta-las+pintas-el+salto-jalisco-45693-1538325
 Las Juntas,4500000,3600,1250.0,http://www.casasyterrenos.com/detalle-terreno/venta-las+juntas-tlaquepaque-jalisco-45590-1172969
 Bugambilias,3000000,1026,2923.98,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-1027953
 Las Liebres,22011300,24457,900.0,http://www.casasyterrenos.com/detalle-terreno/venta-las+liebres-tlaquepaque-jalisco-45623-1640827
 Campo Sur,400000,160,2500.0,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-1701590
 Zapote Del Valle,26250000,7500,3500.0,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-1791203
 Zapote Del Valle,35000000,10000,3500.0,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-1791208
 Zapote Del Valle,52500000,17500,3000.0,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-1791213
 Zapote Del Valle,105000000,35000,3000.0,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-1791218
 Zapote Del Valle,35000000,148000,236.49,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-1791228
 Zapote Del Valle,100000,140,714.29,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-1826463
 Zapote Del Valle,200000,280,714.29,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-1826468
 Zapote Del Valle,400000,560,714.29,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-1826473
 El Palomar,6600000,2002,3296.7,http://www.casasyterrenos.com/detalle-terreno/venta-el+palomar-tlajomulco+de+zuniga-jalisco-45640-1979068
 Acatlan De Juarez Centro,21303708,30433,700.02,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1982618
 Acatlan De Juarez Centro,6934320,9631,720.0,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1983052
 El Palomar,4343096,1143,3799.73,http://www.casasyterrenos.com/detalle-terreno/venta-el+palomar-tlajomulco+de+zuniga-jalisco-45640-1189433
 Acatlan De Juarez Centro,8037360,11163,720.0,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1983080
 Acatlan De Juarez Centro,14971680,20794,720.0,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1983087
 El Palomar,22335060,4061,5499.89,http://www.casasyterrenos.com/detalle-terreno/venta-el+palomar-tlajomulco+de+zuniga-jalisco-45640-1189438
 Buenavista,60292160,207904,290.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-ixtlahuacan+de+los+membrillos-jalisco-45850-1640842
 Hacienda De Los Eucaliptos,12041400,40138,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-hacienda+de+los+eucaliptos-tlajomulco+de+zuniga-jalisco-45640-1268504
 Jardines De Tlajomulco,12000000,79367,151.2,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+tlajomulco-tlajomulco+de+zuniga-jalisco-45640-650178
 Santa Cruz De Las Flores,26752000,48640,550.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1030908
 Lomas De Santa Anita,1146000,573,2000.0,http://www.casasyterrenos.com/detalle-terreno/venta-lomas+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1189483
 Santa Cruz Del Valle,18000000,10000,1800.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+del+valle-tlajomulco+de+zuniga-jalisco-45640-1694262
 1 De Mayo,700000,133,5263.16,http://www.casasyterrenos.com/detalle-terreno/venta-1+de+mayo-guadalajara-jalisco-44940-1910566
 Santa Cruz De Las Flores,30000000,66556,450.75,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45645-1982394
 El Manantial,3191250,278,11479.32,http://www.casasyterrenos.com/detalle-terreno/venta-el+manantial-tlajomulco+de+zuniga-jalisco-45640-1545720
 8 De Julio,195000000,130000,1500.0,http://www.casasyterrenos.com/detalle-terreno/venta-8+de+julio-guadalajara-jalisco-44910-1713938
 La Guadalupana,50500000,101,500000.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+guadalupana-el+salto-jalisco-45681-1771483
 Club De Golf Atlas,5306000,1895,2800.0,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+atlas-el+salto-jalisco-45623-1012741
 Club De Golf Atlas,5376700,1920,2800.36,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+atlas-el+salto-jalisco-45623-1012743
 San Agustin,8460000,7050,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1981099
 Campo Sur,355000,257,1381.32,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-441937
 Club De Golf Atlas,5306000,1895,2800.0,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+atlas-el+salto-jalisco-45623-1012741
 Club De Golf Atlas,5376700,1920,2800.36,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+atlas-el+salto-jalisco-45623-1012743
 San Agustin,8460000,7050,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1981099
 Campo Sur,355000,257,1381.32,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-441937
 Senderos De Monte Verde,860000,200,4300.0,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1954793
 Santa Cruz De Las Flores,3950000,1000,3950.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45645-1928121
 Buenavista,650000,1248,520.83,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-ixtlahuacan+de+los+membrillos-jalisco-45850-1978973
 Cajititlan,17915450,51187,350.0,http://www.casasyterrenos.com/detalle-terreno/venta-cajititlan-tlajomulco+de+zuniga-jalisco-45670-1320164
 San Agustin,3200000,1094,2925.05,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1713866
 La Teja,6600000,30000,220.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+teja-tlajomulco+de+zuniga-jalisco-45640-187232
 Buenavista,17399550,49713,350.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-468649
 Buenavista,16038550,29161,550.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-834799
 Santa Cruz De Las Flores,10200000,60000,170.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-943429
 Buenavista,850000,5000,170.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-989941
 La Teja,31500000,90000,350.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+teja-tlajomulco+de+zuniga-jalisco-45640-1280569
 Centro,1250000,355,3521.13,http://www.casasyterrenos.com/detalle-terreno/venta-centro-tlajomulco+de+zuniga-jalisco-45640-1780458
 Alameda,6656000,2560,2600.0,http://www.casasyterrenos.com/detalle-terreno/venta-alameda-tlajomulco+de+zuniga-jalisco-45679-1712510
 La Llave,31000000,10300,3009.71,http://www.casasyterrenos.com/detalle-terreno/venta-la+llave-tlaquepaque-jalisco-45618-1977657
 Bosque Real De Santa Anita,1538028,142,10831.18,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1829958
 Bosque Real De Santa Anita,1726450,201,8589.3,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1829973
 Buenavista,4452200,9850,452.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-1974453
 Buenavista,4452200,9850,452.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-1975633
 Santa Anita,12000000,12000,1000.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1958397
 San Agustin,5586000,14583,383.05,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1258211
 Cerro Del Cuatro,1361250,363,3750.0,http://www.casasyterrenos.com/detalle-terreno/venta-cerro+del+cuatro-tlaquepaque-jalisco-45599-1258201
 Sin Nombre,60000000,200000,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-960607
 Puente Grande,23000000,11500,2000.0,http://www.casasyterrenos.com/detalle-terreno/venta-puente+grande-tonala-jalisco-45427-1405624
 Cerro Del Cuatro,900000,860,1046.51,http://www.casasyterrenos.com/detalle-terreno/venta-cerro+del+cuatro-tlaquepaque-jalisco-45599-1906401
 Valle De Las Flores,538000,224,2401.79,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1464561
