ubicación,precio,tamaño,precio por metro, link
 Cortijo San Agustin,1440000,720,2000.0,http://www.casasyterrenos.com/detalle-terreno/venta-cortijo+san+agustin-tlajomulco+de+zuniga-jalisco-45640-1297432
 Felipe Angeles,4900000,880,5568.18,http://www.casasyterrenos.com/detalle-terreno/venta-felipe+angeles-tlaquepaque-jalisco-45590-1745499
 Casa Fuerte,1450000,289,5017.3,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-1737294
 La Calerilla,210000000,70000,3000.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+calerilla-tlaquepaque-jalisco-45610-1954749
 San Miguel Cuyutlan,26087000,74533,350.01,http://www.casasyterrenos.com/detalle-terreno/venta-san+miguel+cuyutlan-tlajomulco+de+zuniga-jalisco-45660-1241561
 San Miguel Cuyutlan,880000,1550,567.74,http://www.casasyterrenos.com/detalle-terreno/venta-san+miguel+cuyutlan-tlajomulco+de+zuniga-jalisco-45660-1686558
 El Real,35750000,55000,650.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+real-tlaquepaque-jalisco-45601-946408
 Hacienda Real,4080000,816,5000.0,http://www.casasyterrenos.com/detalle-terreno/venta-hacienda+real-tonala-jalisco-45428-424769
 Santa Cruz Del Valle,8250000,1650,5000.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+del+valle-tlajomulco+de+zuniga-jalisco-45640-424772
 Sin Nombre,2340000,600,3900.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-tlajomulco+de+zuniga-jalisco-45640-549449
 Bosque Real De Santa Anita,1411938,143,9873.69,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979269
 Bosque Real De Santa Anita,1928225,227,8494.38,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1996729
 Bosque Real De Santa Anita,1943355,229,8486.27,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2025037
 Bosque Real De Santa Anita,2108680,248,8502.74,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2050664
 Bosque Real De Santa Anita,1934600,227,8522.47,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2047654
 Valle De La Misericordia,13950000,5364,2600.67,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+la+misericordia-tlaquepaque-jalisco-45615-1915026
 Cerro Del Cuatro,1000000,800,1250.0,http://www.casasyterrenos.com/detalle-terreno/venta-cerro+del+cuatro-tlaquepaque-jalisco-45599-1688022
 Agua Blanca,56000000,100000,560.0,http://www.casasyterrenos.com/detalle-terreno/venta-agua+blanca-el+salto-jalisco-45680-2110361
 Casa Fuerte,1441003,236,6105.94,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-1838003
 San Jose Del Castillo,72006000,60005,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+castillo-el+salto-jalisco-45685-1304071
 Santa Cruz De Las Flores,27000000,65000,415.38,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-20710-2109843
 Las Pintas,9000000,7000,1285.71,http://www.casasyterrenos.com/detalle-terreno/venta-las+pintas-el+salto-jalisco-45693-1283104
 Arbolada Bosques De Santa Anita,1500000,250,6000.0,http://www.casasyterrenos.com/detalle-terreno/venta-arbolada+bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1949666
 San Diego,11560000,24081,480.05,http://www.casasyterrenos.com/detalle-terreno/venta-san+diego-tlajomulco+de+zuniga-jalisco-45660-1028823
 La Calera,734000,1615,454.49,http://www.casasyterrenos.com/detalle-terreno/venta-la+calera-tlajomulco+de+zuniga-jalisco-45640-551727
 Hacienda Santa Fe,3630000,2200,1650.0,http://www.casasyterrenos.com/detalle-terreno/venta-hacienda+santa+fe-tlajomulco+de+zuniga-jalisco-45640-1126219
 Santa Fe,3363000,2200,1528.64,http://www.casasyterrenos.com/detalle-terreno/venta-santa+fe-tlajomulco+de+zuniga-jalisco-45640-1710186
 Balcones De La Calera,734000,1615,454.49,http://www.casasyterrenos.com/detalle-terreno/venta-balcones+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1710378
 Valle De Las Flores,300000,140,2142.86,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-2076298
 Lomas De Santa Anita,51744000,43120,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-lomas+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1024365
 La Azucena,10000000,9312,1073.88,http://www.casasyterrenos.com/detalle-terreno/venta-la+azucena-el+salto-jalisco-45680-1902928
 Santa Cruz Del Valle,490000,200,2450.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+del+valle-tlajomulco+de+zuniga-jalisco-45640-1584580
 Jardines De La Calera,980000,1500,653.33,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1753374
 Fraccionamiento Tres Reyes,1100000,566,1943.46,http://www.casasyterrenos.com/detalle-terreno/venta-fraccionamiento+tres+reyes-tlajomulco+de+zuniga-jalisco-45670-1757399
 Valle De Las Flores,392418,187,2098.49,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1299732
 Villa Fontana,18750000,15000,1250.0,http://www.casasyterrenos.com/detalle-terreno/venta-villa+fontana-tlaquepaque-jalisco-45615-1131565
 Jardines De Tlajomulco,5910000,9850,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+tlajomulco-tlajomulco+de+zuniga-jalisco-45640-1235581
 La Azucena,10000000,9312,1073.88,http://www.casasyterrenos.com/detalle-terreno/venta-la+azucena-el+salto-jalisco-45680-1902928
 Santa Cruz Del Valle,490000,200,2450.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+del+valle-tlajomulco+de+zuniga-jalisco-45640-1584580
 Jardines De La Calera,980000,1500,653.33,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1753374
 Fraccionamiento Tres Reyes,1100000,566,1943.46,http://www.casasyterrenos.com/detalle-terreno/venta-fraccionamiento+tres+reyes-tlajomulco+de+zuniga-jalisco-45670-1757399
 Valle De Las Flores,392418,187,2098.49,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1299732
 Villa Fontana,18750000,15000,1250.0,http://www.casasyterrenos.com/detalle-terreno/venta-villa+fontana-tlaquepaque-jalisco-45615-1131565
 Jardines De Tlajomulco,5910000,9850,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+tlajomulco-tlajomulco+de+zuniga-jalisco-45640-1235581
 Bosques De Santa Anita,1550000,251,6175.3,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1977493
 El Terrero Fracc Huertas Productivas,1512800,2440,620.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+terrero+fracc+huertas+productivas-tlajomulco+de+zuniga-jalisco-45640-1190553
 Valle De Las Flores,374616,172,2178.0,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1816923
 Villa Fontana,18750000,15000,1250.0,http://www.casasyterrenos.com/detalle-terreno/venta-villa+fontana-tlaquepaque-jalisco-45615-1131565
 Jardines De Tlajomulco,5910000,9850,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+tlajomulco-tlajomulco+de+zuniga-jalisco-45640-1235581
 Bosques De Santa Anita,1550000,251,6175.3,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1977493
 El Terrero Fracc Huertas Productivas,1512800,2440,620.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+terrero+fracc+huertas+productivas-tlajomulco+de+zuniga-jalisco-45640-1190553
 Valle De Las Flores,374616,172,2178.0,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1816923
 Valle De Las Flores,411200,160,2570.0,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1858053
 Valle De Las Flores,378400,172,2200.0,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1903038
 Valle De Las Flores,378400,172,2200.0,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1938471
 Santa Cruz De Las Flores,444610,173,2570.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45645-2026017
 Santa Cruz De Las Flores,411200,160,2570.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-2043055
 Plan De Oriente,7000000,14000,500.0,http://www.casasyterrenos.com/detalle-terreno/venta-plan+de+oriente-tlaquepaque-jalisco-45620-1947046
 Casa Fuerte,853000,140,6092.86,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-1649846
 Santa Cruz De Las Flores,10400000,3100,3354.84,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1757609
 Santa Cruz De Las Flores,14850000,4500,3300.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1761024
 El Palomar,7810075,858,9102.65,http://www.casasyterrenos.com/detalle-terreno/venta-el+palomar-tlajomulco+de+zuniga-jalisco-45640-1966685
 Lomas De San Diego,200000,200,1000.0,http://www.casasyterrenos.com/detalle-terreno/venta-lomas+de+san+diego-tlajomulco+de+zuniga-jalisco-45660-1172357
 Los Cedros,6440000,11180,576.03,http://www.casasyterrenos.com/detalle-terreno/venta-los+cedros-ixtlahuacan+de+los+membrillos-jalisco-45850-2100938
 Palmira,8084200,3138,2576.23,http://www.casasyterrenos.com/detalle-terreno/venta-palmira-zapopan-jalisco-45609-2099139
 Bosque Real De Santa Anita,1150000,136,8455.88,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1549560
 Santa Anita,280000000,70000,4000.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1840488
 Lago Nogal,5380000,538,10000.0,http://www.casasyterrenos.com/detalle-terreno/venta-lago+nogal-tlajomulco+de+zuniga-jalisco-45640-1943236
 Club De Golf Santa Anita,8950000,1678,5333.73,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1640662
 Bosques De Santa Anita,1700000,477,3563.94,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1835488
 Los Gavilanes,28000000,5600,5000.0,http://www.casasyterrenos.com/detalle-terreno/venta-los+gavilanes-tlajomulco+de+zuniga-jalisco-45640-1853488
 Bosques De Santa Anita,40000000,20000,2000.0,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1853518
 Juan De La Barrera,18096000,27840,650.0,http://www.casasyterrenos.com/detalle-terreno/venta-juan+de+la+barrera-tlaquepaque-jalisco-45618-1910831
 La Punta,8000000,86677,92.3,http://www.casasyterrenos.com/detalle-terreno/venta-la+punta-tonala-jalisco-45425-2098796
 La Palmira,5200000,800,6500.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+palmira-zapopan-jalisco-1966945
 El Cielo Country Club,4989200,499,9998.4,http://www.casasyterrenos.com/detalle-terreno/venta-el+cielo+country+club-tlajomulco+de+zuniga-jalisco-45640-1971433
 La Providencia,110000,90,1222.22,http://www.casasyterrenos.com/detalle-terreno/venta-la+providencia-tlajomulco+de+zuniga-jalisco-45640-1916951
 La Duraznera,8400000,2904,2892.56,http://www.casasyterrenos.com/detalle-terreno/venta-la+duraznera-tlaquepaque-jalisco-45623-2098068
 Bugambilias,120000000,10000,12000.0,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-2098096
 La Azucena,14000000,5000,2800.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+azucena-el+salto-jalisco-45680-1677182
 Los Cedros,20300000,29000,700.0,http://www.casasyterrenos.com/detalle-terreno/venta-los+cedros-ixtlahuacan+de+los+membrillos-jalisco-45850-1997240
 Cajititlan,576916,303,1904.01,http://www.casasyterrenos.com/detalle-terreno/venta-cajititlan-tlajomulco+de+zuniga-jalisco-45670-1980665
 La Calera,5000000,15000,333.33,http://www.casasyterrenos.com/detalle-terreno/venta-la+calera-tlajomulco+de+zuniga-jalisco-45640-991621
 Jardines De La Calera,450000,1076,418.22,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1489326
 San Agustin,10645500,906,11750.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-2095422
 El Palomar,3145900,326,9650.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+palomar-tlajomulco+de+zuniga-jalisco-45640-1732639
 Lomas De Tejeda,60000000,40000,1500.0,http://www.casasyterrenos.com/detalle-terreno/venta-lomas+de+tejeda-tlajomulco+de+zuniga-jalisco-45640-1723914
 Santa Maria,32000000,12800,2500.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+maria-guadalajara-jalisco-44350-1400369
 Lago Nogal,4730000,513,9220.27,http://www.casasyterrenos.com/detalle-terreno/venta-lago+nogal-tlajomulco+de+zuniga-jalisco-45640-2051259
 Bosques De Santa Anita,1550000,136,11397.06,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1500191
 Sin Nombre,300000000,1000000,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-1719134
 Buenavista,19500000,130000,150.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-2094302
 Sin Nombre,21303708,30434,700.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-2094253
 Senderos De Monte Verde,790000,162,4876.54,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1977689
 Bosque Real De Santa Anita,1050000,122,8606.56,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1839928
 Santa Cruz De Las Flores,7433434,37167,200.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1016141
 Sin Nombre,300000000,1000000,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-1719134
 Buenavista,19500000,130000,150.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-2094302
 Sin Nombre,21303708,30434,700.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-2094253
 Senderos De Monte Verde,790000,162,4876.54,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1977689
 Bosque Real De Santa Anita,1050000,122,8606.56,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1839928
 Santa Cruz De Las Flores,7433434,37167,200.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1016141
 El Castillo,819200,2048,400.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+castillo-el+salto-jalisco-45685-1817488
 Santa Cruz Del Valle,500000,372,1344.09,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+del+valle-tlajomulco+de+zuniga-jalisco-45640-1025886
 Las Galeanas,200000,123,1626.02,http://www.casasyterrenos.com/detalle-terreno/venta-las+galeanas-tlajomulco+de+zuniga-jalisco-45640-1721834
 El Zapote,550000,429,1282.05,http://www.casasyterrenos.com/detalle-terreno/venta-el+zapote-tlajomulco+de+zuniga-jalisco-45640-1922906
 Sendero De Las Moras,1347850,270,4992.04,http://www.casasyterrenos.com/detalle-terreno/venta-sendero+de+las+moras-tlajomulco+de+zuniga-jalisco-45640-1464521
 Fraccionamiento Tres Reyes,530000,300,1766.67,http://www.casasyterrenos.com/detalle-terreno/venta-fraccionamiento+tres+reyes-tlajomulco+de+zuniga-jalisco-45670-2087442
 Santa Anita,4250250,1417,2999.47,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlaquepaque-jalisco-45600-2087162
 Agua Blanca Sur,2850000,537,5307.26,http://www.casasyterrenos.com/detalle-terreno/venta-agua+blanca+sur-zapopan-jalisco-45235-1392149
 Agua Blanca Sur,2850000,532,5357.14,http://www.casasyterrenos.com/detalle-terreno/venta-agua+blanca+sur-zapopan-jalisco-45235-1641098
 Fraccionamiento Senderos Monte Verde,640000,138,4637.68,http://www.casasyterrenos.com/detalle-terreno/venta-fraccionamiento+senderos+monte+verde-tlajomulco+de+zuniga-jalisco-2084474
 La Arbolada Plus,537880,154,3492.73,http://www.casasyterrenos.com/detalle-terreno/venta-la+arbolada+plus-tlajomulco+de+zuniga-jalisco-45640-1607540
 Real Del Valle,288000,90,3200.0,http://www.casasyterrenos.com/detalle-terreno/venta-real+del+valle-tlajomulco+de+zuniga-jalisco-45640-1783728
 Real Del Valle,405500,127,3192.91,http://www.casasyterrenos.com/detalle-terreno/venta-real+del+valle-tlajomulco+de+zuniga-jalisco-45640-1783743
 San Sebastian El Grande,45971448,48391,950.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+sebastian+el+grande-tlajomulco+de+zuniga-jalisco-45640-2083200
 Los Sauces,870000,1500,580.0,http://www.casasyterrenos.com/detalle-terreno/venta-los+sauces-tlajomulco+de+zuniga-jalisco-45640-1732394
 La Tijera,36000000,3000,12000.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+tijera-tlajomulco+de+zuniga-jalisco-45620-2082633
 San Agustin,67582264,30719,2200.02,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1002406
 Senderos De Monte Verde,890000,204,4362.75,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1006446
 Senderos De Monte Verde,890000,200,4450.0,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1011971
 La Capilla,3400000,8485,400.71,http://www.casasyterrenos.com/detalle-terreno/venta-la+capilla-ixtlahuacan+de+los+membrillos-jalisco-45850-2082164
 Sin Nombre,17400000,12900,1348.84,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-2082101
 Jardines De La Calera,600000,1000,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1941396
 La Tijera,36000000,3000,12000.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+tijera-tlajomulco+de+zuniga-jalisco-45620-2082633
 San Agustin,67582264,30719,2200.02,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1002406
 Senderos De Monte Verde,890000,204,4362.75,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1006446
 Senderos De Monte Verde,890000,200,4450.0,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1011971
 La Capilla,3400000,8485,400.71,http://www.casasyterrenos.com/detalle-terreno/venta-la+capilla-ixtlahuacan+de+los+membrillos-jalisco-45850-2082164
 Sin Nombre,17400000,12900,1348.84,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-2082101
 Jardines De La Calera,600000,1000,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1941396
 Bosque Real De Santa Anita,1346400,136,9900.0,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979297
 El Palomar,604454912,60445,10000.08,http://www.casasyterrenos.com/detalle-terreno/venta-el+palomar-tlajomulco+de+zuniga-jalisco-45640-2078349
 El Cielo Country Club,8032500,675,11900.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+cielo+country+club-tlajomulco+de+zuniga-jalisco-45640-2078069
 San Jose Del Castillo,12300400,35144,350.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+castillo-el+salto-jalisco-45685-1416986
 Colinas De Santa Anita,1345000,585,2299.15,http://www.casasyterrenos.com/detalle-terreno/venta-colinas+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1759099
 Santa Cruz De Las Flores,1500000,1300,1153.85,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45645-2077005
 Cortijo San Agustin,2400000,661,3630.86,http://www.casasyterrenos.com/detalle-terreno/venta-cortijo+san+agustin-tlajomulco+de+zuniga-jalisco-45640-1985707
 Bosque Real De Santa Anita,1425501,144,9899.31,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1996645
 Santa Maria Tequepexpan,1500000,315,4761.9,http://www.casasyterrenos.com/detalle-terreno/venta-santa+maria+tequepexpan-tlaquepaque-jalisco-45601-1745519
 Las Galeanas,350000,273,1282.05,http://www.casasyterrenos.com/detalle-terreno/venta-las+galeanas-tlajomulco+de+zuniga-jalisco-45640-1261099
 Los Sauces,960000,1500,640.0,http://www.casasyterrenos.com/detalle-terreno/venta-los+sauces-tlajomulco+de+zuniga-jalisco-45640-2076018
 Concepcion Del Valle La Concha,79399200,66166,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-concepcion+del+valle+la+concha-tlajomulco+de+zuniga-jalisco-45640-2075969
 El Zapote,2800000,1671,1675.64,http://www.casasyterrenos.com/detalle-terreno/venta-el+zapote-tlajomulco+de+zuniga-jalisco-45640-934538
 Naturezza,882300,173,5100.0,http://www.casasyterrenos.com/detalle-terreno/venta-naturezza-tlajomulco+de+zuniga-jalisco-45645-2075710
 Bosque Real De Santa Anita,1985600,234,8485.47,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2025170
 Bosque Real De Santa Anita,2261000,266,8500.0,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2025205
 Bosque Real De Santa Anita,2108680,248,8502.74,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2029181
 La Duraznera,4500000,1629,2762.43,http://www.casasyterrenos.com/detalle-terreno/venta-la+duraznera-tlaquepaque-jalisco-45623-2075395
 El Palomar,5040000,1800,2800.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+palomar-tlajomulco+de+zuniga-jalisco-45640-1900073
 San Agustin,9000000,10680,842.7,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1767488
 Jardin De Las Moras,970000,108,8981.48,http://www.casasyterrenos.com/detalle-terreno/venta-jardin+de+las+moras-tlajomulco+de+zuniga-jalisco-45620-1909036
 El Zapote,17165604,13306,1290.06,http://www.casasyterrenos.com/detalle-terreno/venta-el+zapote-tlajomulco+de+zuniga-jalisco-45640-1925651
 San Sebastian El Grande,15000000,1688,8886.26,http://www.casasyterrenos.com/detalle-terreno/venta-san+sebastian+el+grande-tlajomulco+de+zuniga-jalisco-45640-1723894
 La Providencia,26000000,21690,1198.71,http://www.casasyterrenos.com/detalle-terreno/venta-la+providencia-tlajomulco+de+zuniga-jalisco-45640-1376499
 Bosques De Santa Anita,1600000,264,6060.61,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1899518
 Santa Anita,1150000,274,4197.08,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-2071706
 Balcones De La Calera,350000,809,432.63,http://www.casasyterrenos.com/detalle-terreno/venta-balcones+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-966159
 San Agustin,16500000,7500,2200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-2071643
 Bosque Real De Santa Anita,1425501,144,9899.31,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2029321
 Bosque Real De Santa Anita,1346400,136,9900.0,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2046597
 Bosque Real De Santa Anita,1843800,142,12984.51,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2047598
 Bosque Real De Santa Anita,1843800,141,13076.6,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2051364
 Santa Anita,24840000,21600,1150.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1940976
 Balcones De La Calera,350000,809,432.63,http://www.casasyterrenos.com/detalle-terreno/venta-balcones+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-966159
 San Agustin,16500000,7500,2200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-2071643
 Bosque Real De Santa Anita,1425501,144,9899.31,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2029321
 Bosque Real De Santa Anita,1346400,136,9900.0,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2046597
 Bosque Real De Santa Anita,1843800,142,12984.51,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2047598
 Bosque Real De Santa Anita,1843800,141,13076.6,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2051364
 Santa Anita,24840000,21600,1150.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1940976
